Instrument,Company,CurrencyCode,ISIN,MinTradedQty,MarketName,MarketH
BWMX,Betterware de Mexico SAPI de CV,USD,MX00BW020002,1,NASDAQ,1:30 pm to 8:00 pm
BWNG,N Brown Group PLC,GBX,GB00B1P6ZR11,1,London Stock Exchange,7:01 am to 3:30 pm
BWSA,Bristol & West PLC PRF,GBX,GB0000510205,1,London Stock Exchange,7:01 am to 3:30 pm
BWY,Bellway PLC,GBX,GB0000904986,0.01,London Stock Exchange,7:01 am to 3:30 pm
BX,The Blackstone Group LP,USD,US09260D1072,0.1,NYSE,1:30 pm to 8:00 pm
BXP,Boston Properties Inc,USD,US1011211018,0.01,NYSE,1:30 pm to 8:00 pm
BXRX,"Baudax Bio, Inc.",USD,US07160F1075,0.1,NASDAQ,1:30 pm to 8:00 pm
BXX,Lyxor EURO STOXX 50 Daily (-2x) Inverse UCITS ETF,EUR,FR0010424143,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
BYD,Boyd Gaming Corporation,USD,US1033041013,0.01,NYSE,1:30 pm to 8:00 pm
BYFC,Broadway Financial Corporation,USD,US1114441058,0.1,NASDAQ,1:30 pm to 8:00 pm
BYG,Big Yellow Group PLC,GBX,GB0002869419,0.1,London Stock Exchange,7:01 am to 3:30 pm
BYND,Beyond Meat Inc.,USD,US08862E1091,0.01,NASDAQ,1:30 pm to 8:00 pm
BYSI,"Beyondspring, Inc.",USD,KYG108301006,1,NASDAQ,1:30 pm to 8:00 pm
BYW6,BayWa AG,EUR,DE0005194062,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
BZUN,"Baozun, Inc.",USD,US06684L1035,0.01,NON-ISA NASDAQ,1:30 pm to 8:00 pm
C,Citigroup Inc.,USD,US1729674242,0.01,NYSE,1:30 pm to 8:00 pm
C050,ComStage EURO STOXX 50 UCITS ETF,EUR,LU0378434079,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
CA,Carrefour SA,EUR,FR0000120172,0.1,Euronext Paris,7:00 am to 3:30 pm
CABA,"Cabaletta Bio, Inc.",USD,US12674W1099,0.1,NASDAQ,1:30 pm to 8:00 pm
CABK,Caixabank SA,EUR,ES0140609019,0.1,Bolsa de Madrid,7:00 am to 3:30 pm
CABO,Cable One Inc,USD,US12685J1051,1,NYSE,1:30 pm to 8:00 pm
CACC,Credit Acceptance Corporation,USD,US2253101016,1,NASDAQ,1:30 pm to 8:00 pm
CACI,"CACI International, Inc.",USD,US1271903049,1,NYSE,1:30 pm to 8:00 pm
CADE,Cadence Bancorp,USD,US12739A1007,1,NYSE,1:30 pm to 8:00 pm
CAG,ConAgra Brands Inc.,USD,US2058871029,0.01,NYSE,1:30 pm to 8:00 pm
CAH,Cardinal Health Inc.,USD,US14149Y1082,0.01,NYSE,1:30 pm to 8:00 pm
CAI,"CAI International, Inc.",USD,US12477X1063,2,NYSE,1:30 pm to 8:00 pm
CAKE,The Cheesecake Factory Incorporated,USD,US1630721017,0.01,NASDAQ,1:30 pm to 8:00 pm
CAL,"Caleres, Inc.",USD,US1295001044,0.1,NYSE,1:30 pm to 8:00 pm
CAL,Capital & Regional PLC,GBX,GB00BL6XZ716,1,London Stock Exchange,7:01 am to 3:30 pm
CALM,"Cal-Maine Foods, Inc.",USD,US1280302027,1,NASDAQ,1:30 pm to 8:00 pm
CALX,Calix Inc.,USD,US13100M5094,1,NASDAQ,1:30 pm to 8:00 pm
CAML,Central Asia Metals plc,GBX,GB00B67KBV28,0.1,LSE AIM,7:01 am to 3:30 pm
CAMP,CalAmp Corp.,USD,US1281261099,2,NASDAQ,1:30 pm to 8:00 pm
CAMT,Camtek Ltd,USD,IL0010952641,1,NASDAQ,1:30 pm to 8:00 pm
CAN,Canaan Inc,USD,US1347481020,0.1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
CAP,Capgemini SE,EUR,FR0000125338,0.001,Euronext Paris,7:00 am to 3:30 pm
CAP,Encavis AG,EUR,DE0006095003,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CAPC,Capital & Counties Properties PLC,GBX,GB00B62G9D36,1,London Stock Exchange,7:01 am to 3:30 pm
CAR,"Avis Budget Group, Inc.",USD,US0537741052,0.01,NASDAQ,1:30 pm to 8:00 pm
CARA,"Cara Therapeutics, Inc.",USD,US1407551092,1,NYSE,1:30 pm to 8:00 pm
CARD,Card Factory PLC,GBX,GB00BLY2F708,1,London Stock Exchange,7:01 am to 3:30 pm
CARG,"CarGurus, Inc.",USD,US1417881091,0.01,NASDAQ,1:30 pm to 8:00 pm
CARR,Carrier Global Corporation,USD,US14448C1045,0.01,NYSE,1:30 pm to 8:00 pm
CASA,"Casa Systems, Inc.",USD,US14713L1026,0.1,NASDAQ,1:30 pm to 8:00 pm
CAT,"Caterpillar, Inc.",USD,US1491231015,0.01,NYSE,1:30 pm to 8:00 pm
CATM,"Cardtronics, Inc.",USD,GB00BYT18414,1,NASDAQ,1:30 pm to 8:00 pm
CATO,Cato Corporation,USD,US1492051065,0.1,NYSE,1:30 pm to 8:00 pm
CATY,Cathay General Bancorp,USD,US1491501045,1,NASDAQ,1:30 pm to 8:00 pm
CB,Chubb Ltd.,USD,CH0044328745,0.001,NYSE,1:30 pm to 8:00 pm
CBAY,"Cymabay Therapeutics, Inc.",USD,US23257D1037,0.1,NASDAQ,1:30 pm to 8:00 pm
CBG,Close Brothers Group PLC,GBX,GB0007668071,0.1,London Stock Exchange,7:01 am to 3:30 pm
CBK,Commerzbank AG,EUR,DE000CBK1001,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CBL,"CBL & Associates Properties, Inc.",USD,US1248301004,1,NYSE,1:30 pm to 8:00 pm
CBOX,Cake Box Holdings PLC,GBX,GB00BDZWB751,0.5,LSE AIM,7:00 am to 3:45 pm
CBPO,"China Biologic Products Holdings, Inc.",USD,KYG215151047,1,NASDAQ,1:30 pm to 8:00 pm
CBRE,"CBRE Group, Inc Class A",USD,US12504L1098,0.01,NYSE,1:30 pm to 8:00 pm
CBSX,The Medical Cannabis and Wellness UCITS ETF - Acc,EUR,IE00BG5J1M21,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CBTX,"CBTX, Inc.",USD,US12481V1044,1,NASDAQ,1:30 pm to 8:00 pm
CBU,Community Bank System Inc,USD,US2036071064,1,NYSE,1:30 pm to 8:00 pm
CCAC,CITIC Capital Acquisition Corp.,USD,KYG215131098,1,NYSE,1:30 pm to 8:00 pm
CCC,Computacenter PLC,GBX,GB00BV9FP302,0.01,London Stock Exchange,7:01 am to 3:30 pm
CCC3,The Coca-Cola Company,EUR,US1912161007,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CCEP,Coca-Cola European Partners plc,USD,GB00BDCPN049,0.02,NYSE,1:30 pm to 8:00 pm
CCH,Coca-Cola HBC AG,GBX,CH0198251305,0.01,London Stock Exchange,7:01 am to 3:30 pm
CCI,Crown Castle Int'l Corp.,USD,US22822V1017,0.001,NYSE,1:30 pm to 8:00 pm
CCIV,Churchill Capital IV Corp.,USD,US1714391026,1,NYSE,1:30 pm to 8:00 pm
CCJ,Cameco Corporation,USD,CA13321L1085,0.1,NYSE,1:30 pm to 8:00 pm
CCJI,CC Japan Income and Growth Trust PLC,GBX,GB00BYSRMH16,0.1,London Stock Exchange,7:01 am to 3:30 pm
CCL,Carnival Corp.,USD,PA1436583006,0.01,NYSE,1:30 pm to 8:00 pm
CCL,Carnival PLC,GBX,GB0031215220,0.01,London Stock Exchange,7:01 am to 3:30 pm
CCMP,Cabot Microelectronics Corporation,USD,US12709P1030,2,NASDAQ,1:30 pm to 8:00 pm
CCOI,"Cogent Communications Holdings, Inc.",USD,US19239V3024,1,NASDAQ,1:30 pm to 8:00 pm
CCRN,"Cross Country Healthcare, Inc.",USD,US2274831047,2,NASDAQ,1:30 pm to 8:00 pm
CCX,Churchill Capital Corp II,USD,US17143G1067,0.1,NYSE,1:30 pm to 8:00 pm
CCXI,"ChemoCentryx, Inc.",USD,US16383L1061,1,NASDAQ,1:30 pm to 8:00 pm
CCXX,Churchill Capital Corp III,USD,US17144C1045,0.01,NYSE,1:30 pm to 8:00 pm
CDLX,Cardlytics Inc,USD,US14161W1053,0.01,NASDAQ,1:30 pm to 8:00 pm
CDM,Codemasters Group Holdings plc,GBX,GB00BFWZ2G72,0.1,LSE AIM,7:00 am to 3:45 pm
CDNA,"CareDx, Inc.",USD,US14167L1035,0.03,NASDAQ,1:30 pm to 8:00 pm
CDNS,"Cadence Design Systems, Inc.",USD,US1273871087,0.01,NASDAQ,1:30 pm to 8:00 pm
CDR,Cedar Realty Trust Inc.,USD,US1506022094,1,NYSE,1:30 pm to 8:00 pm
CDW,CDW Corporation,USD,US12514G1085,0.01,NASDAQ,1:30 pm to 8:00 pm
CDXS,"Codexis, Inc.",USD,US1920051067,0.05,NASDAQ,1:30 pm to 8:00 pm
CE,Celanese Corporation,USD,US1508701034,2,NYSE,1:30 pm to 8:00 pm
CE2,CropEnergies AG,EUR,DE000A0LAUP1,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CEC,Ceconomy AG,EUR,DE0007257503,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CEIX,Consol Energy Inc.,USD,US20854L1089,2,NYSE,1:30 pm to 8:00 pm
CEL,Cellcom Israel Ltd.,USD,IL0011015349,1,NYSE,1:30 pm to 8:00 pm
CELH,"Celsius Holdings, Inc.",USD,US15118V2079,0.01,NASDAQ,1:30 pm to 8:00 pm
CERN,Cerner,USD,US1567821046,2,NASDAQ,1:30 pm to 8:00 pm
CERS,Cerus Corporation,USD,US1570851014,0.1,NASDAQ,1:30 pm to 8:00 pm
CETV,Central European Media Enterprises Ltd,USD,BMG200452024,1,NASDAQ,1:30 pm to 8:00 pm
CEV,Centrotec SE,EUR,DE0005407506,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CEVA,"CEVA, Inc.",USD,US1572101053,0.01,NASDAQ,1:30 pm to 8:00 pm
CEY,Centamin PLC,GBX,JE00B5TT1872,1,London Stock Exchange,7:01 am to 3:30 pm
CF,CF Industries Holdings Inc.,USD,US1252691001,0.01,NYSE,1:30 pm to 8:00 pm
CFFA,CF Finance Acquisition Corporation,USD,US12528N1072,1,NASDAQ,1:30 pm to 8:00 pm
CFFN,"Capitol Federal Financial, Inc.",USD,US14057J1016,1,NASDAQ,1:30 pm to 8:00 pm
CFMS,ConforMIS Inc.,USD,US20717E1010,2,NASDAQ,1:30 pm to 8:00 pm
CFR,Compagnie Financiere Richemont SA,CHF,CH0210483332,0.01,SIX Swiss,7:00 am to 3:30 pm
CFX,Colfax Corporation,USD,US1940141062,1,NYSE,1:30 pm to 8:00 pm
CGB,Xtrackers II Harvest China  Government Bond UCITS ETF 1D,EUR,LU1094612022,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CGC,Canopy Growth Corp,USD,CA1380351009,0.01,NYSE,1:30 pm to 8:00 pm
CGEN,Compugen Ltd.,USD,IL0010852080,0.05,NASDAQ,1:30 pm to 8:00 pm
CGT,Capital Gearing Trust PLC,GBX,GB0001738615,0.01,London Stock Exchange,7:01 am to 3:30 pm
CHCO,City Holding Company,USD,US1778351056,1,NASDAQ,1:30 pm to 8:00 pm
CHD,"Church & Dwight Co., Inc.",USD,US1713401024,0.01,NYSE,1:30 pm to 8:00 pm
CHEF,"The Chefs Warehouse, Inc.",USD,US1630861011,1,NASDAQ,1:30 pm to 8:00 pm
CHEK,Check Cap Ltd,USD,IL0011336851,1,NASDAQ,1:30 pm to 8:00 pm
CHG,Chemring Group PLC,GBX,GB00B45C9X44,0.1,London Stock Exchange,7:01 am to 3:30 pm
CHGG,"Chegg, Inc.",USD,US1630921096,0.01,NYSE,1:30 pm to 8:00 pm
CHH,"Choice Hotels Internationals, Inc.",USD,US1699051066,1,NYSE,1:30 pm to 8:00 pm
CHK,Chesapeake Energy,USD,US1651677437,1,NYSE,1:30 pm to 8:00 pm
CHKP,Check Point Software Technologies,USD,IL0010824113,0.01,NASDAQ,1:30 pm to 8:00 pm
CHL,China mobile limited ADR,USD,US16941M1099,0.01,NYSE,1:30 pm to 8:00 pm
CHNG,"Change Healthcare, Inc.",USD,US15912K1007,1,NASDAQ,1:30 pm to 8:00 pm
CHRS,"Coherus Biosciences, Inc.",USD,US19249H1032,1,NASDAQ,1:30 pm to 8:00 pm
CHRW,C. H. Robinson Worldwide,USD,US12541W2098,2,NASDAQ,1:30 pm to 8:00 pm
CHT,Chunghwa Telecom Co Ltd.,USD,US17133Q5027,1,NON-ISA NYSE,1:30 pm to 8:00 pm
CHTR,"Charter Communications, Inc Class A",USD,US16119P1084,0.001,NASDAQ,1:30 pm to 8:00 pm
CHU,China Unicom Hong Kong Ltd.,USD,US16945R1041,0.1,NYSE,1:30 pm to 8:00 pm
CHUY,"Chuy's Holdings, Inc.",USD,US1716041017,1,NASDAQ,1:30 pm to 8:00 pm
CHWY,"Chewy, Inc.",USD,US16679L1098,0.01,NYSE,1:30 pm to 8:00 pm
CI,Cigna Corporation,USD,US1255231003,0.001,NYSE,1:30 pm to 8:00 pm
CIDM,Cinedigm Corp.,USD,US1724062096,1,NASDAQ,1:30 pm to 8:00 pm
CIE,Cie Automotive,EUR,ES0105630315,0.01,Bolsa de Madrid,7:00 am to 3:30 pm
CIEN,Ciena Corp.,USD,US1717793095,0.01,NYSE,1:30 pm to 8:00 pm
CIG,Companhia Energetica de Minas Gerais - ADR,USD,US2044096012,0.5,NYSE,1:30 pm to 8:00 pm
CIIC,CIIG Merger Corp.,USD,US12559C1036,1,NASDAQ,1:30 pm to 8:00 pm
CIM,Chimera Investment Corporation,USD,US16934Q2084,0.01,NYSE,1:30 pm to 8:00 pm
CINE,Cineworld Group PLC,GBX,GB00B15FWH70,1,London Stock Exchange,7:01 am to 3:30 pm
CINF,Cincinnati Financial,USD,US1720621010,0.01,NASDAQ,1:30 pm to 8:00 pm
CIO,"City Office REIT, Inc.",USD,US1785871013,1,NYSE,1:30 pm to 8:00 pm
CIR,Circassia Pharmaceuticals Plc,GBX,GB00BJVD3B28,1500,LSE AIM,7:01 am to 3:30 pm
CIT2,Leverage Shares 2x Citigroup ETP,USD,IE00BF03XL56,1,London Stock Exchange,7:01 am to 3:30 pm
CITE,Leverage Shares 2x Citigroup ETP,EUR,IE00BF03XL56,1,London Stock Exchange,7:01 am to 3:30 pm
CKN,Clarkson PLC,GBX,GB0002018363,0.1,London Stock Exchange,7:01 am to 3:30 pm
CL,Colgate-Palmolive,USD,US1941621039,0.01,NYSE,1:30 pm to 8:00 pm
CLB,Core Laboratories NV,EUR,NL0000200384,0.01,Euronext Netherlands,7:00 am to 3:30 pm
CLDR,"Cloudera, Inc.",USD,US18914U1007,0.01,NYSE,1:30 pm to 8:00 pm
CLDT,Chatham Lodging Trust,USD,US16208T1025,0.1,NYSE,1:30 pm to 8:00 pm
CLF,Cleveland-Cliffs Inc.,USD,US1858991011,0.1,NYSE,1:30 pm to 8:00 pm
CLFD,"Clearfield, Inc.",USD,US18482P1030,0.01,NASDAQ,1:30 pm to 8:00 pm
CLG,Clipper Logistics PLC,GBX,GB00BMMV6B79,0.3,London Stock Exchange,7:01 am to 3:30 pm
CLGX,"CoreLogic, Inc.",USD,US21871D1037,2,NYSE,1:30 pm to 8:00 pm
CLI,CLS Holdings PLC,GBX,GB00BF044593,1,London Stock Exchange,7:01 am to 3:30 pm
CLI,Mack-Cali Realty Corporation,USD,US5544891048,1,NYSE,1:30 pm to 8:00 pm
CLIG,City of London Investment Group PLC,GBX,GB00B104RS51,0.1,London Stock Exchange,7:01 am to 3:30 pm
CLIN,Clinigen Group plc,GBX,GB00B89J2419,0.3,LSE AIM,7:01 am to 3:30 pm
CLN,Clariant AG,CHF,CH0012142631,0.1,SIX Swiss,7:00 am to 3:30 pm
CLNE,Clean Energy Fuels Corporation,USD,US1844991018,0.1,NASDAQ,1:30 pm to 8:00 pm
CLNX,Cellnex Telecom SA,EUR,ES0105066007,0.01,Bolsa de Madrid,7:00 am to 3:30 pm
CLNY,"Colony Capital , Inc. Class A",USD,US19626G1085,0.1,NYSE,1:30 pm to 8:00 pm
CLR,"Continental Resources, Inc.",USD,US2120151012,1,NYSE,1:30 pm to 8:00 pm
CLVS,Clovis Oncology Inc,USD,US1894641000,0.1,NASDAQ,1:30 pm to 8:00 pm
CLX,The Clorox Company,USD,US1890541097,0.001,NYSE,1:30 pm to 8:00 pm
CM,Canadian Imperial Bank of Commerce,USD,CA1360691010,0.01,NYSE,1:30 pm to 8:00 pm
CMA,Comerica Inc.,USD,US2003401070,2,NYSE,1:30 pm to 8:00 pm
CMCL,Caledonia Mining Corporation plc,GBX,JE00BF0XVB15,0.01,LSE AIM,7:00 am to 3:45 pm
CMCSA,Comcast Class A Comm.,USD,US20030N1019,0.01,NASDAQ,1:30 pm to 8:00 pm
CMCX,CMC Markets PLC,GBX,GB00B14SKR37,0.1,London Stock Exchange,7:01 am to 3:30 pm
CME,CME Group Inc.,USD,US12572Q1058,0.001,NASDAQ,1:30 pm to 8:00 pm
CMG,Chipotle Mexican Grill,USD,US1696561059,0.001,NYSE,1:30 pm to 8:00 pm
CMI,Cummins Inc.,USD,US2310211063,2,NYSE,1:30 pm to 8:00 pm
CMLS,"Cumulus Media, Inc.",USD,US2310828015,0.1,NASDAQ,1:30 pm to 8:00 pm
CMOD,Invesco Bloomberg Commodity UCITS ETF,USD,IE00BD6FTQ80,0.01,London Stock Exchange,7:01 am to 3:30 pm
CMPI,"Checkmate Pharmaceuticals, Inc.",USD,US1628181083,0.05,NASDAQ,1:30 pm to 8:00 pm
CMPS,Compass Pathways Plc.,USD,US20451W1018,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
CMRE,"Costamare, Inc. - Common stock",USD,MHY1771G1026,1,NYSE,1:30 pm to 8:00 pm
CMS,CMS Energy,USD,US1258961002,2,NYSE,1:30 pm to 8:00 pm
CMTL,Comtech Telecommunications Corp.,USD,US2058262096,2,NASDAQ,1:30 pm to 8:00 pm
CNA,Centrica PLC,GBX,GB00B033F229,1,London Stock Exchange,7:01 am to 3:30 pm
CNC,Centene Corporation,USD,US15135B1017,1,NYSE,1:30 pm to 8:00 pm
CNCT,Connect Group PLC,GBX,GB00B17WCR61,1,London Stock Exchange,7:01 am to 3:30 pm
CNDT,Conduent Inc,USD,US2067871036,0.5,NASDAQ,1:30 pm to 8:00 pm
CNDX,iShares NASDAQ 100 UCITS ETF USD (Acc),USD,IE00B53SZB19,0.001,London Stock Exchange,7:01 am to 3:30 pm
CNE,Cairn Energy PLC,GBX,GB00B74CDH82,1,London Stock Exchange,7:01 am to 3:30 pm
CNI,Canadian National Railway Company,USD,CA1363751027,0.01,NYSE,1:30 pm to 8:00 pm
CNK,"Cinemark Holdings, Inc",USD,US17243V1026,0.01,NYSE,1:30 pm to 8:00 pm
CNP,CenterPoint Energy,USD,US15189T1079,0.01,NYSE,1:30 pm to 8:00 pm
CNQ,Canadian Natural Resources Ltd.,USD,CA1363851017,0.1,NYSE,1:30 pm to 8:00 pm
CNSL,"Consolidated Communications Holdings, Inc.",USD,US2090341072,0.1,NASDAQ,1:30 pm to 8:00 pm
CNST,"Constellation Pharmaceuticals, Inc.",USD,US2103731061,0.01,NASDAQ,1:30 pm to 8:00 pm
CNTG,Centogene B V,USD,NL0014040206,0.1,NASDAQ,1:30 pm to 8:00 pm
CNX1,iShares NASDAQ 100 UCITS ETF,GBX,IE00B53SZB19,0.001,London Stock Exchange,7:01 am to 3:30 pm
CNYA,iShares MSCI China A UCITS ETF USD (Acc),USD,IE00BQT3WG13,0.1,London Stock Exchange,7:01 am to 3:30 pm
COCP,"Cocrystal Pharma, Inc.",USD,US19188J3005,0.1,NASDAQ,1:30 pm to 8:00 pm
CODI,Compass Diversified Holdings,USD,US20451Q1040,1,NYSE,1:30 pm to 8:00 pm
CODX,"Co-Diagnostics, Inc.",USD,US1897631057,0.01,NASDAQ,1:30 pm to 8:00 pm
COF,Capital One Financial,USD,US14040H1059,0.01,NYSE,1:30 pm to 8:00 pm
COG,Cabot Oil & Gas,USD,US1270971039,0.1,NYSE,1:30 pm to 8:00 pm
COHR,"Coherent, Inc.",USD,US1924791031,1,NASDAQ,1:30 pm to 8:00 pm
COHU,"Cohu, Inc.",USD,US1925761066,1,NASDAQ,1:30 pm to 8:00 pm
COK,CANCOM SE,EUR,DE0005419105,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
COL,Inmobiliaria Colonial SOCIMI SA,EUR,ES0139140174,2,Bolsa de Madrid,7:00 am to 3:30 pm
COLB,"Columbia Banking System, Inc.",USD,US1972361026,1,NASDAQ,1:30 pm to 8:00 pm
COLD,Americold Realty Trust,USD,US03064D1081,1,NYSE,1:30 pm to 8:00 pm
COLL,"Collegium Pharmaceutical, Inc.",USD,US19459J1043,1,NASDAQ,1:30 pm to 8:00 pm
COM,comdirect bank AG,EUR,DE0005428007,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
COMM,"CommScope Holding Company, Inc.",USD,US20337X1090,0.1,NASDAQ,1:30 pm to 8:00 pm
CON,Continental AG,EUR,DE0005439004,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
CONE,"CyrusOne, Inc.",USD,US23283R1005,0.01,NASDAQ,1:30 pm to 8:00 pm
COO,"The Cooper Companies, Inc.",USD,US2166484020,0.001,NYSE,1:30 pm to 8:00 pm
COOP,"Mr. Cooper Group, Inc.",USD,US62482R1077,0.01,NASDAQ,1:30 pm to 8:00 pm
COP,ConocoPhillips,USD,US20825C1045,0.01,NYSE,1:30 pm to 8:00 pm
COP,CompuGroup Medical SE,EUR,DE000A288904,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
COR,CoreSite Realty Corporation,USD,US21870Q1058,1,NYSE,1:30 pm to 8:00 pm
CORP,iShares Global Corp Bond UCITS ETF USD (Dist),USD,IE00B7J7TB45,2,London Stock Exchange,7:01 am to 3:30 pm
CORP,iShares Global Corp Bond UCITS ETF USD (Dist),USD,IE00B7J7TB45,0.01,London Stock Exchange,7:01 am to 3:30 pm
CORT,Corcept Therapeutics Inc.,USD,US2183521028,0.1,NASDAQ,1:30 pm to 8:00 pm
COST,Costain Group PLC,GBX,GB00B64NSP76,0.1,London Stock Exchange,7:01 am to 3:30 pm
COST,Costco Wholesale Corporation,USD,US22160K1051,0.001,NASDAQ,1:30 pm to 8:00 pm
COTY,"Coty, Inc.",USD,US2220702037,0.1,NYSE,1:30 pm to 8:00 pm
COUP,Coupa Software Incorporated,USD,US22266L1061,0.001,NASDAQ,1:30 pm to 8:00 pm
COWN,"Cowen, Inc.",USD,US2236226062,1,NASDAQ,1:30 pm to 8:00 pm
CP,Canadian Pacific Railway Limited,USD,CA13645T1003,0.001,NYSE,1:30 pm to 8:00 pm
CPA,Copa Holdings SA,USD,PAP310761054,1,NYSE,1:30 pm to 8:00 pm
CPAA,Conyers Park II Acquisition Corp.,USD,US2128961040,1,NASDAQ,1:30 pm to 8:00 pm
CPB,Campbell Soup,USD,US1344291091,0.02,NYSE,1:30 pm to 8:00 pm
CPE,Callon Petroleum Company,USD,US13123X5086,1,NYSE,1:30 pm to 8:00 pm
CPG,Compass Group PLC,GBX,GB00BD6K4575,0.01,London Stock Exchange,7:01 am to 3:30 pm
CPHI,"China Pharma Holdings, Inc.",USD,US16941T1043,1,NYSE,1:30 pm to 8:00 pm
CPI,Capita PLC,GBX,GB00B23K0M20,1,London Stock Exchange,7:01 am to 3:30 pm
CPJ1,iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),GBX,IE00B52MJY50,0.001,London Stock Exchange,7:01 am to 3:30 pm
CPRI,Capri Holdings Limited,USD,VGG1890L1076,0.1,NYSE,1:30 pm to 8:00 pm
CPRT,"Copart, Inc.",USD,US2172041061,0.01,NASDAQ,1:30 pm to 8:00 pm
CPRX,"Catalyst Pharmaceuticals, Inc.",USD,US14888U1016,0.1,NASDAQ,1:30 pm to 8:00 pm
CPSI,"Computer Programs and Systems, Inc.",USD,US2053061030,2,NASDAQ,1:30 pm to 8:00 pm
CPSR,Capstar Special Purpose Acquisition,USD,US14070Y1010,1,NYSE,1:30 pm to 8:00 pm
CPSR,Capstar Special Purpose Acquisition Corp.,USD,US14070Y2000,1,NYSE,1:30 pm to 8:00 pm
CPTA,Capitala Finance Corp,USD,US14054R5028,0.1,NASDAQ,1:30 pm to 8:00 pm
CPXJ,iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),USD,IE00B52MJY50,1,London Stock Exchange,7:01 am to 3:30 pm
CQP,Cheniere Energy Partners LP.,USD,US16411Q1013,0.01,NYSE,1:30 pm to 8:00 pm
CRBN,Corbion NV,EUR,NL0010583399,0.01,Euronext Netherlands,7:00 am to 3:30 pm
CRBP,Corbus Pharmaceuticals Holding,USD,US21833P1030,0.1,NASDAQ,1:30 pm to 8:00 pm
CRC,California Resources Corporation,USD,US13057Q2066,1,NON-ISA NYSE,1:30 pm to 8:00 pm
CRDA,Croda International PLC,GBX,GB00BJFFLV09,0.01,London Stock Exchange,7:01 am to 3:30 pm
CRDF,"Cardiff Oncology , Inc.",USD,US14147L1089,0.1,NASDAQ,1:30 pm to 8:00 pm
CREE,"Cree, Inc.",USD,US2254471012,2,NASDAQ,1:30 pm to 8:00 pm
CREI,Custodian Reit PLC,GBX,GB00BJFLFT45,1,London Stock Exchange,7:01 am to 3:30 pm
CRESY,Cresud SACIF - ADR,USD,US2264061068,1,NASDAQ,1:30 pm to 8:00 pm
CRH,CRH PLC,GBX,IE0001827041,0.01,London Stock Exchange,7:01 am to 3:30 pm
CRI,"Carter's, Inc.",USD,US1462291097,1,NYSE,1:30 pm to 8:00 pm
CRK,"Comstock Resources, Inc.",USD,US2057683029,1,NYSE,1:30 pm to 8:00 pm
CRL,Creighton's PLC,GBX,GB0002341666,1,London Stock Exchange,7:01 am to 3:30 pm
CRM,Leverage Shares 2x Salesforce ETP,USD,IE00BD09ZY63,1,London Stock Exchange,7:01 am to 3:30 pm
CRM,Salesforce.com,USD,US79466L3024,0.001,NYSE,1:30 pm to 8:00 pm
CRM3,Leverage Shares 3x Salesforce ETP,USD,IE00BK5BZT14,1,London Stock Exchange,7:01 am to 3:30 pm
CRME,Leverage Shares 2x Salesforce ETP,EUR,IE00BD09ZY63,1,London Stock Exchange,7:01 am to 3:30 pm
CRMS,Leverage Shares -1x Salesforce ETP,USD,IE00BKTWZ568,1,London Stock Exchange,7:01 am to 3:30 pm
CRMT,"Americas Car-Mart, Inc.",USD,US03062T1051,1,NASDAQ,1:30 pm to 8:00 pm
CRN,Cairn Homes PLC,EUR,IE00BWY4ZF18,1,London Stock Exchange,7:01 am to 3:30 pm
CRNC,Cerence Inc,USD,US1567271093,0.02,NASDAQ,1:30 pm to 8:00 pm
CRNT,Ceragon Networks Ltd,USD,IL0010851660,0.1,NASDAQ,1:30 pm to 8:00 pm
CRNX,"Crinetics Pharmaceuticals, Inc.",USD,US22663K1079,1,NASDAQ,1:30 pm to 8:00 pm
CRON,Cronos Group Inc,USD,CA22717L1013,0.1,NASDAQ,1:30 pm to 8:00 pm
CROX,"Crocs, Inc.",USD,US2270461096,1,NASDAQ,1:30 pm to 8:00 pm
CRPS,iShares Global Corp Bond UCITS ETF USD (Dist),GBP,IE00B7J7TB45,1,London Stock Exchange,7:01 am to 3:30 pm
CRPU,iShares Global Corp Bond UCITS ETF USD Hedged (Acc),USD,IE00BF3N6Z78,1,London Stock Exchange,7:01 am to 3:30 pm
CRS,Carpenter Technology Corporation,USD,US1442851036,1,NYSE,1:30 pm to 8:00 pm
CRSA,Crescent Acquisition Corp,USD,US22564L1052,1,NASDAQ,1:30 pm to 8:00 pm
